time_from_launch[s],elapsed_time[s],launch_clear?,combusting?,para_opened?,air_density[kg/m3],gravity[m/s2],pressure[Pa],temperature[C],wind_x[m/s],wind_y[m/s],wind_z[m/s],mass[kg],Cg_from_nose[m],inertia moment pitch & yaw[kg*m2],inertia moment roll[kg*m2],attack angle[rad],altitude[m],velocity[m/s],airspeed[m/s],accel[m/s2],longitudinal accel[m/s2],normal_force[N],Cnp,Cny,Cmqp,Cmqy,Cp_from_nose[m],Cd,Cna,latitude,longitude,downrange[m],Fst[%],dynamic_pressure[Pa],
105.28100000,105.28100000,1,0,"1",1.18043730,9.80546279,96770.84471085,12.49045265,-9.71724713,-7.07555250,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806131,386.10339886,12.73558997,4.18160615,0.02163445,0.01023230,0.14042770,-12.38761262,-10.69684945,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540336,139.99614283,1247.89637506,16.36815920,10.32046295,
105.29100000,105.29100000,1,0,"1",1.18044208,9.80546292,96771.32879209,12.49072442,-9.71707172,-7.07542477,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806146,386.06158295,12.73538300,4.18159771,0.02163634,0.01023322,0.14043995,-12.38761529,-10.69684805,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540272,139.99614168,1247.97513570,16.36815920,10.32046308,
105.30100000,105.30100000,1,0,"1",1.18044686,9.80546305,96771.81287431,12.49099619,-9.71689630,-7.07529704,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806162,386.01976712,12.73517600,4.18158927,0.02163824,0.01023413,0.14045221,-12.38761797,-10.69684665,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540208,139.99614054,1248.05390155,16.36815920,10.32046322,
105.31100000,105.31100000,1,0,"1",1.18045164,9.80546318,96772.29695752,12.49126796,-9.71672086,-7.07516930,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806177,385.97795137,12.73496899,4.18158083,0.02164014,0.01023504,0.14046447,-12.38762065,-10.69684525,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540144,139.99613939,1248.13267261,16.36815920,10.32046335,
105.32100000,105.32100000,1,0,"1",1.18045642,9.80546331,96772.78104171,12.49153972,-9.71654541,-7.07504154,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806193,385.93613571,12.73476196,4.18157238,0.02164204,0.01023596,0.14047673,-12.38762333,-10.69684384,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540081,139.99613825,1248.21144887,16.36815920,10.32046349,
105.33100000,105.33100000,1,0,"1",1.18046121,9.80546344,96773.26512688,12.49181149,-9.71636994,-7.07491378,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806209,385.89432014,12.73455491,4.18156394,0.02164394,0.01023687,0.14048900,-12.38762601,-10.69684244,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24540017,139.99613711,1248.29023033,16.36815920,10.32046362,
105.34100000,105.34100000,1,0,"1",1.18046599,9.80546357,96773.74921304,12.49208326,-9.71619446,-7.07478600,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806224,385.85250464,12.73434785,4.18155550,0.02164584,0.01023778,0.14050126,-12.38762869,-10.69684104,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539953,139.99613596,1248.36901700,16.36815920,10.32046376,
105.35100000,105.35100000,1,0,"1",1.18047077,9.80546369,96774.23330018,12.49235503,-9.71601896,-7.07465821,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806240,385.81068924,12.73414077,4.18154706,0.02164774,0.01023870,0.14051353,-12.38763137,-10.69683964,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539889,139.99613482,1248.44780886,16.36815920,10.32046389,
105.36100000,105.36100000,1,0,"1",1.18047555,9.80546382,96774.71738830,12.49262679,-9.71584345,-7.07453041,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806255,385.76887392,12.73393367,4.18153862,0.02164964,0.01023961,0.14052581,-12.38763405,-10.69683824,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539825,139.99613367,1248.52660593,16.36815920,10.32046403,
105.37100000,105.37100000,1,0,"1",1.18048033,9.80546395,96775.20147741,12.49289856,-9.71566792,-7.07440260,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806271,385.72705868,12.73372655,4.18153017,0.02165154,0.01024052,0.14053808,-12.38763673,-10.69683683,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539761,139.99613253,1248.60540819,16.36815920,10.32046417,
105.38100000,105.38100000,1,0,"1",1.18048511,9.80546408,96775.68556750,12.49317033,-9.71549237,-7.07427478,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806286,385.68524352,12.73351941,4.18152173,0.02165344,0.01024144,0.14055036,-12.38763941,-10.69683543,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539698,139.99613138,1248.68421564,16.36815920,10.32046430,
105.39100000,105.39100000,1,0,"1",1.18048990,9.80546421,96776.16965857,12.49344209,-9.71531681,-7.07414694,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806302,385.64342845,12.73331226,4.18151329,0.02165534,0.01024235,0.14056264,-12.38764209,-10.69683403,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539634,139.99613024,1248.76302829,16.36815920,10.32046444,
105.40100000,105.40100000,1,0,"1",1.18049468,9.80546434,96776.65375063,12.49371386,-9.71514123,-7.07401910,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806317,385.60161347,12.73310509,4.18150485,0.02165724,0.01024327,0.14057492,-12.38764478,-10.69683262,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539570,139.99612910,1248.84184613,16.36815920,10.32046457,
105.41100000,105.41100000,1,0,"1",1.18049946,9.80546447,96777.13784367,12.49398562,-9.71496564,-7.07389124,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806333,385.55979857,12.73289790,4.18149641,0.02165914,0.01024418,0.14058720,-12.38764746,-10.69683122,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539506,139.99612795,1248.92066916,16.36815920,10.32046471,
105.42100000,105.42100000,1,0,"1",1.18050424,9.80546459,96777.62193769,12.49425738,-9.71479003,-7.07376338,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806349,385.51798375,12.73269069,4.18148796,0.02166104,0.01024510,0.14059949,-12.38765014,-10.69682981,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539442,139.99612681,1248.99949737,16.36815920,10.32046484,
105.43100000,105.43100000,1,0,"1",1.18050902,9.80546472,96778.10603270,12.49452915,-9.71461441,-7.07363550,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806364,385.47616902,12.73248347,4.18147952,0.02166295,0.01024601,0.14061178,-12.38765283,-10.69682841,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539379,139.99612566,1249.07833077,16.36815920,10.32046498,
105.44100000,105.44100000,1,0,"1",1.18051381,9.80546485,96778.59012869,12.49480091,-9.71443877,-7.07350761,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806380,385.43435438,12.73227623,4.18147108,0.02166485,0.01024693,0.14062407,-12.38765551,-10.69682701,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539315,139.99612452,1249.15716936,16.36815920,10.32046511,
105.45100000,105.45100000,1,0,"1",1.18051859,9.80546498,96779.07422567,12.49507267,-9.71426312,-7.07337971,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806395,385.39253981,12.73206897,4.18146264,0.02166675,0.01024784,0.14063636,-12.38765820,-10.69682560,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539251,139.99612337,1249.23601313,16.36815920,10.32046525,
105.46100000,105.46100000,1,0,"1",1.18052337,9.80546511,96779.55832363,12.49534443,-9.71408745,-7.07325179,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806411,385.35072534,12.73186169,4.18145420,0.02166866,0.01024876,0.14064866,-12.38766088,-10.69682420,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539187,139.99612223,1249.31486208,16.36815920,10.32046538,
105.47100000,105.47100000,1,0,"1",1.18052815,9.80546524,96780.04242257,12.49561619,-9.71391176,-7.07312387,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806427,385.30891094,12.73165440,4.18144576,0.02167056,0.01024968,0.14066096,-12.38766357,-10.69682279,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539123,139.99612109,1249.39371621,16.36815920,10.32046552,
105.48100000,105.48100000,1,0,"1",1.18053293,9.80546537,96780.52652250,12.49588795,-9.71373606,-7.07299593,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806442,385.26709663,12.73144709,4.18143732,0.02167246,0.01025059,0.14067326,-12.38766626,-10.69682138,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24539060,139.99611994,1249.47257552,16.36815920,10.32046565,
105.49100000,105.49100000,1,0,"1",1.18053772,9.80546549,96781.01062340,12.49615971,-9.71356034,-7.07286799,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806458,385.22528241,12.73123976,4.18142887,0.02167437,0.01025151,0.14068556,-12.38766894,-10.69681998,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538996,139.99611880,1249.55144000,16.36815920,10.32046579,
105.50100000,105.50100000,1,0,"1",1.18054250,9.80546562,96781.49472530,12.49643147,-9.71338461,-7.07274003,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806473,385.18346827,12.73103241,4.18142043,0.02167627,0.01025243,0.14069787,-12.38767163,-10.69681857,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538932,139.99611765,1249.63030966,16.36815920,10.32046592,
105.51100000,105.51100000,1,0,"1",1.18054728,9.80546575,96781.97882817,12.49670323,-9.71320886,-7.07261206,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806489,385.14165421,12.73082505,4.18141199,0.02167818,0.01025334,0.14071018,-12.38767432,-10.69681716,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538868,139.99611651,1249.70918448,16.36815920,10.32046606,
105.52100000,105.52100000,1,0,"1",1.18055206,9.80546588,96782.46293203,12.49697499,-9.71303310,-7.07248408,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806505,385.09984024,12.73061766,4.18140355,0.02168009,0.01025426,0.14072249,-12.38767701,-10.69681576,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538804,139.99611537,1249.78806448,16.36815920,10.32046620,
105.53100000,105.53100000,1,0,"1",1.18055684,9.80546601,96782.94703688,12.49724675,-9.71285732,-7.07235609,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806520,385.05802635,12.73041026,4.18139511,0.02168199,0.01025518,0.14073480,-12.38767970,-10.69681435,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538741,139.99611422,1249.86694965,16.36815920,10.32046633,
105.54100000,105.54100000,1,0,"1",1.18056163,9.80546614,96783.43114270,12.49751850,-9.71268153,-7.07222808,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806536,385.01621255,12.73020284,4.18138667,0.02168390,0.01025609,0.14074711,-12.38768239,-10.69681294,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538677,139.99611308,1249.94583998,16.36815920,10.32046647,
105.55100000,105.55100000,1,0,"1",1.18056641,9.80546627,96783.91524951,12.49779026,-9.71250572,-7.07210007,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806551,384.97439883,12.72999541,4.18137823,0.02168581,0.01025701,0.14075943,-12.38768508,-10.69681154,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538613,139.99611193,1250.02473549,16.36815920,10.32046660,
105.56100000,105.56100000,1,0,"1",1.18057119,9.80546639,96784.39935731,12.49806202,-9.71232989,-7.07197204,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806567,384.93258520,12.72978795,4.18136979,0.02168771,0.01025793,0.14077175,-12.38768777,-10.69681013,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538549,139.99611079,1250.10363615,16.36815920,10.32046674,
105.57100000,105.57100000,1,0,"1",1.18057597,9.80546652,96784.88346609,12.49833377,-9.71215405,-7.07184400,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806583,384.89077165,12.72958048,4.18136135,0.02168962,0.01025885,0.14078408,-12.38769046,-10.69680872,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538485,139.99610965,1250.18254197,16.36815920,10.32046687,
105.58100000,105.58100000,1,0,"1",1.18058075,9.80546665,96785.36757585,12.49860553,-9.71197820,-7.07171596,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806598,384.84895818,12.72937299,4.18135290,0.02169153,0.01025976,0.14079640,-12.38769315,-10.69680731,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538422,139.99610850,1250.26145296,16.36815920,10.32046701,
105.59100000,105.59100000,1,0,"1",1.18058554,9.80546678,96785.85168659,12.49887728,-9.71180233,-7.07158790,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806614,384.80714480,12.72916549,4.18134446,0.02169344,0.01026068,0.14080873,-12.38769585,-10.69680590,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538358,139.99610736,1250.34036910,16.36815920,10.32046714,
105.60100000,105.60100000,1,0,"1",1.18059032,9.80546691,96786.33579832,12.49914903,-9.71162644,-7.07145982,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806629,384.76533151,12.72895796,4.18133602,0.02169535,0.01026160,0.14082106,-12.38769854,-10.69680449,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538294,139.99610622,1250.41929040,16.36815920,10.32046728,
105.61100000,105.61100000,1,0,"1",1.18059510,9.80546704,96786.81991103,12.49942079,-9.71145054,-7.07133174,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806645,384.72351830,12.72875042,4.18132758,0.02169726,0.01026252,0.14083339,-12.38770123,-10.69680308,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538230,139.99610507,1250.49821686,16.36815920,10.32046741,
105.62100000,105.62100000,1,0,"1",1.18059988,9.80546717,96787.30402473,12.49969254,-9.71127462,-7.07120365,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806661,384.68170517,12.72854286,4.18131914,0.02169917,0.01026344,0.14084573,-12.38770393,-10.69680167,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538166,139.99610393,1250.57714847,16.36815920,10.32046755,
105.63100000,105.63100000,1,0,"1",1.18060466,9.80546729,96787.78813941,12.49996429,-9.71109868,-7.07107554,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806676,384.63989213,12.72833528,4.18131070,0.02170108,0.01026436,0.14085806,-12.38770662,-10.69680026,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538103,139.99610278,1250.65608523,16.36815920,10.32046768,
105.64100000,105.64100000,1,0,"1",1.18060945,9.80546742,96788.27225507,12.50023604,-9.71092273,-7.07094743,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806692,384.59807917,12.72812769,4.18130226,0.02170299,0.01026528,0.14087040,-12.38770932,-10.69679885,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24538039,139.99610164,1250.73502714,16.36815920,10.32046782,
105.65100000,105.65100000,1,0,"1",1.18061423,9.80546755,96788.75637171,12.50050779,-9.71074677,-7.07081930,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806708,384.55626629,12.72792008,4.18129382,0.02170490,0.01026620,0.14088275,-12.38771201,-10.69679744,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537975,139.99610050,1250.81397420,16.36815920,10.32046795,
105.66100000,105.66100000,1,0,"1",1.18061901,9.80546768,96789.24048934,12.50077954,-9.71057079,-7.07069116,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806723,384.51445350,12.72771245,4.18128538,0.02170681,0.01026711,0.14089509,-12.38771471,-10.69679603,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537911,139.99609935,1250.89292640,16.36815920,10.32046809,
105.67100000,105.67100000,1,0,"1",1.18062379,9.80546781,96789.72460796,12.50105129,-9.71039479,-7.07056301,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806739,384.47264080,12.72750480,4.18127694,0.02170872,0.01026803,0.14090744,-12.38771741,-10.69679462,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537848,139.99609821,1250.97188375,16.36815920,10.32046823,
105.68100000,105.68100000,1,0,"1",1.18062857,9.80546794,96790.20872755,12.50132304,-9.71021878,-7.07043485,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806755,384.43082818,12.72729713,4.18126850,0.02171063,0.01026895,0.14091979,-12.38772011,-10.69679321,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537784,139.99609707,1251.05084624,16.36815920,10.32046836,
105.69100000,105.69100000,1,0,"1",1.18063336,9.80546807,96790.69284813,12.50159479,-9.71004275,-7.07030667,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806770,384.38901564,12.72708945,4.18126006,0.02171255,0.01026987,0.14093214,-12.38772280,-10.69679180,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537720,139.99609592,1251.12981387,16.36815920,10.32046850,
105.70100000,105.70100000,1,0,"1",1.18063814,9.80546819,96791.17696969,12.50186654,-9.70986671,-7.07017849,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806786,384.34720319,12.72688174,4.18125162,0.02171446,0.01027079,0.14094449,-12.38772550,-10.69679039,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537656,139.99609478,1251.20878665,16.36815920,10.32046863,
105.71100000,105.71100000,1,0,"1",1.18064292,9.80546832,96791.66109224,12.50213829,-9.70969065,-7.07005029,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806802,384.30539082,12.72667403,4.18124318,0.02171637,0.01027171,0.14095685,-12.38772820,-10.69678897,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537592,139.99609363,1251.28776456,16.36815920,10.32046877,
105.72100000,105.72100000,1,0,"1",1.18064770,9.80546845,96792.14521577,12.50241004,-9.70951457,-7.06992208,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806817,384.26357854,12.72646629,4.18123474,0.02171829,0.01027264,0.14096921,-12.38773090,-10.69678756,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537529,139.99609249,1251.36674760,16.36815920,10.32046890,
105.73100000,105.73100000,1,0,"1",1.18065248,9.80546858,96792.62934029,12.50268178,-9.70933848,-7.06979386,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806833,384.22176634,12.72625853,4.18122629,0.02172020,0.01027356,0.14098157,-12.38773360,-10.69678615,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537465,139.99609135,1251.44573578,16.36815920,10.32046904,
105.74100000,105.74100000,1,0,"1",1.18065727,9.80546871,96793.11346578,12.50295353,-9.70916238,-7.06966563,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806849,384.17995423,12.72605076,4.18121785,0.02172211,0.01027448,0.14099393,-12.38773630,-10.69678473,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537401,139.99609020,1251.52472909,16.36815920,10.32046917,
105.75100000,105.75100000,1,0,"1",1.18066205,9.80546884,96793.59759226,12.50322527,-9.70898626,-7.06953739,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806864,384.13814220,12.72584297,4.18120941,0.02172403,0.01027540,0.14100630,-12.38773900,-10.69678332,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537337,139.99608906,1251.60372754,16.36815920,10.32046931,
105.76100000,105.76100000,1,0,"1",1.18066683,9.80546897,96794.08171973,12.50349702,-9.70881012,-7.06940914,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806880,384.09633025,12.72563516,4.18120097,0.02172594,0.01027632,0.14101867,-12.38774170,-10.69678191,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537274,139.99608792,1251.68273111,16.36815920,10.32046944,
105.77100000,105.77100000,1,0,"1",1.18067161,9.80546909,96794.56584818,12.50376876,-9.70863397,-7.06928087,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806896,384.05451839,12.72542734,4.18119253,0.02172786,0.01027724,0.14103104,-12.38774441,-10.69678049,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537210,139.99608677,1251.76173981,16.36815920,10.32046958,
105.78100000,105.78100000,1,0,"1",1.18067639,9.80546922,96795.04997761,12.50404051,-9.70845780,-7.06915260,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806911,384.01270662,12.72521949,4.18118409,0.02172977,0.01027816,0.14104342,-12.38774711,-10.69677908,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537146,139.99608563,1251.84075363,16.36815920,10.32046971,
105.79100000,105.79100000,1,0,"1",1.18068118,9.80546935,96795.53410802,12.50431225,-9.70828161,-7.06902431,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806927,383.97089492,12.72501163,4.18117565,0.02173169,0.01027908,0.14105579,-12.38774981,-10.69677766,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537082,139.99608449,1251.91977258,16.36815920,10.32046985,
105.80100000,105.80100000,1,0,"1",1.18068596,9.80546948,96796.01823942,12.50458399,-9.70810541,-7.06889601,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806943,383.92908332,12.72480375,4.18116721,0.02173361,0.01028001,0.14106817,-12.38775252,-10.69677625,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24537019,139.99608334,1251.99879665,16.36815920,10.32046998,
105.81100000,105.81100000,1,0,"1",1.18069074,9.80546961,96796.50237180,12.50485574,-9.70792920,-7.06876770,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806958,383.88727179,12.72459585,4.18115877,0.02173552,0.01028093,0.14108055,-12.38775522,-10.69677484,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536955,139.99608220,1252.07782585,16.36815920,10.32047012,
105.82100000,105.82100000,1,0,"1",1.18069552,9.80546974,96796.98650517,12.50512748,-9.70775297,-7.06863938,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806974,383.84546035,12.72438794,4.18115033,0.02173744,0.01028185,0.14109294,-12.38775793,-10.69677342,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536891,139.99608106,1252.15686016,16.36815920,10.32047026,
105.83100000,105.83100000,1,0,"1",1.18070030,9.80546987,96797.47063952,12.50539922,-9.70757672,-7.06851105,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33806990,383.80364900,12.72418001,4.18114189,0.02173936,0.01028277,0.14110532,-12.38776063,-10.69677200,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536827,139.99607991,1252.23589958,16.36815920,10.32047039,
105.84100000,105.84100000,1,0,"1",1.18070509,9.80546999,96797.95477485,12.50567096,-9.70740046,-7.06838270,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807006,383.76183773,12.72397205,4.18113345,0.02174128,0.01028370,0.14111771,-12.38776334,-10.69677059,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536764,139.99607877,1252.31494413,16.36815920,10.32047053,
105.85100000,105.85100000,1,0,"1",1.18070987,9.80547012,96798.43891117,12.50594270,-9.70722418,-7.06825435,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807021,383.72002654,12.72376409,4.18112501,0.02174320,0.01028462,0.14113010,-12.38776604,-10.69676917,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536700,139.99607763,1252.39399378,16.36815920,10.32047066,
105.86100000,105.86100000,1,0,"1",1.18071465,9.80547025,96798.92304847,12.50621444,-9.70704789,-7.06812598,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807037,383.67821544,12.72355610,4.18111657,0.02174511,0.01028554,0.14114249,-12.38776875,-10.69676776,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536636,139.99607648,1252.47304855,16.36815920,10.32047080,
105.87100000,105.87100000,1,0,"1",1.18071943,9.80547038,96799.40718675,12.50648618,-9.70687158,-7.06799760,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807053,383.63640443,12.72334810,4.18110813,0.02174703,0.01028646,0.14115489,-12.38777146,-10.69676634,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536572,139.99607534,1252.55210843,16.36815920,10.32047093,
105.88100000,105.88100000,1,0,"1",1.18072422,9.80547051,96799.89132602,12.50675792,-9.70669525,-7.06786921,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807068,383.59459349,12.72314007,4.18109969,0.02174895,0.01028739,0.14116729,-12.38777417,-10.69676492,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536508,139.99607420,1252.63117342,16.36815920,10.32047107,
105.89100000,105.89100000,1,0,"1",1.18072900,9.80547064,96800.37546627,12.50702965,-9.70651891,-7.06774081,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807084,383.55278265,12.72293203,4.18109126,0.02175087,0.01028831,0.14117969,-12.38777688,-10.69676350,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536445,139.99607305,1252.71024351,16.36815920,10.32047120,
105.90100000,105.90100000,1,0,"1",1.18073378,9.80547077,96800.85960750,12.50730139,-9.70634256,-7.06761240,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807100,383.51097188,12.72272398,4.18108282,0.02175279,0.01028924,0.14119209,-12.38777959,-10.69676209,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536381,139.99607191,1252.78931871,16.36815920,10.32047134,
105.91100000,105.91100000,1,0,"1",1.18073856,9.80547089,96801.34374972,12.50757313,-9.70616619,-7.06748398,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807116,383.46916120,12.72251590,4.18107438,0.02175471,0.01029016,0.14120450,-12.38778230,-10.69676067,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536317,139.99607077,1252.86839901,16.36815920,10.32047147,
105.92100000,105.92100000,1,0,"1",1.18074334,9.80547102,96801.82789292,12.50784486,-9.70598980,-7.06735554,-0.00000000,7.36700000,1.05100000,1.86300000,0.15200000,1.33807131,383.42735061,12.72230781,4.18106594,0.02175663,0.01029108,0.14121691,-12.38778501,-10.69675925,-3.00000000,-3.00000000,1.38000000,0.09000000,11.74700000,40.24536253,139.99606962,1252.94748441,16.36815920,10.32047161,
